Time,High,Low,Open,Close,Volume
2017-03-06 13:05:00,1.7e-07,1.6e-07,1.6e-07,1.7e-07,0.00183335
2017-03-06 13:10:00,1.7e-07,1.6e-07,1.6e-07,1.7e-07,0.00039117
2017-03-06 13:15:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,5e-08
2017-03-06 13:20:00,1.7e-07,1.6e-07,1.7e-07,1.7e-07,0.00437173
2017-03-06 13:25:00,1.7e-07,1.6e-07,1.7e-07,1.7e-07,0.00519076
2017-03-06 13:30:00,1.7e-07,1.6e-07,1.6e-07,1.6e-07,0.08259561
2017-03-06 13:35:00,1.7e-07,1.6e-07,1.7e-07,1.6e-07,0.04960761
2017-03-06 13:40:00,1.7e-07,1.6e-07,1.7e-07,1.6e-07,0.06255535
2017-03-06 13:45:00,1.7e-07,1.6e-07,1.6e-07,1.7e-07,0.04165035
2017-03-06 13:50:00,1.7e-07,1.6e-07,1.6e-07,1.7e-07,0.17511034
2017-03-06 13:55:00,1.7e-07,1.6e-07,1.6e-07,1.6e-07,0.00725404
2017-03-06 14:00:00,1.7e-07,1.6e-07,1.7e-07,1.6e-07,0.00326748
2017-03-06 14:05:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.00690026
2017-03-06 14:10:00,1.7e-07,1.6e-07,1.6e-07,1.6e-07,1.62098836
2017-03-06 14:15:00,1.6e-07,1.6e-07,1.6e-07,1.6e-07,0.0
2017-03-06 14:20:00,1.7e-07,1.6e-07,1.6e-07,1.7e-07,0.06841999
2017-03-06 14:25:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.00253409
2017-03-06 14:30:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.00017665
2017-03-06 14:35:00,1.7e-07,1.6e-07,1.7e-07,1.6e-07,0.10668261
2017-03-06 14:40:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.13949772
2017-03-06 14:45:00,1.7e-07,1.6e-07,1.7e-07,1.7e-07,0.16076472
2017-03-06 14:50:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.00555631
2017-03-06 14:55:00,1.7e-07,1.6e-07,1.7e-07,1.7e-07,0.17042368
2017-03-06 15:00:00,1.6e-07,1.6e-07,1.6e-07,1.6e-07,0.00160001
2017-03-06 15:05:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.0
2017-03-06 15:10:00,1.7e-07,1.7e-07,1.7e-07,1.7e-07,1e-08
2017-03-06 15:15:00,1.7e-07,1.6e-07,1.6e-07,1.6e-07,0.00051088
2017-03-06 15:20:00,1.7e-07,1.6e-07,1.6e-07,1.7e-07,0.00174076
