,period,v_t,v_hi,v_lo,bid,ask
6578,2017-09-05 13:39:00+00:00,487650.0,487650.0,487650.0,487640.0,487650.0
6579,2017-09-05 13:40:00+00:00,487978.0,487978.0,487978.0,487978.0,488000.0
6580,2017-09-05 13:41:00+00:00,488310.0,488310.0,488310.0,488102.0,488310.0
6581,2017-09-05 13:42:00+00:00,487994.0,487994.0,487994.0,487312.0,487820.0
6582,2017-09-05 13:43:00+00:00,487198.0,487198.0,487198.0,487020.0,487198.0
6583,2017-09-05 13:44:00+00:00,485500.0,485500.0,485500.0,485500.0,486494.0
6584,2017-09-05 13:45:00+00:00,486266.0,486266.0,486266.0,485500.0,486000.0
6585,2017-09-05 13:46:00+00:00,486700.0,486700.0,486700.0,486503.0,486630.0
6586,2017-09-05 13:47:00+00:00,486804.0,486804.0,486804.0,486504.0,486820.0
6587,2017-09-05 13:48:00+00:00,487000.0,487000.0,487000.0,487000.0,487030.0
6588,2017-09-05 13:49:00+00:00,486646.0,486646.0,486646.0,486645.0,486795.0
6589,2017-09-05 13:50:00+00:00,486300.0,486300.0,486300.0,485998.0,486300.0
6590,2017-09-05 13:51:00+00:00,486294.0,486294.0,486294.0,485688.0,486294.0
6591,2017-09-05 13:52:00+00:00,485617.0,485617.0,485617.0,485441.0,485617.0
6592,2017-09-05 13:53:00+00:00,485419.0,485419.0,485419.0,485312.0,485500.0
6593,2017-09-05 13:54:00+00:00,485952.0,485952.0,485952.0,485700.0,485952.0
6594,2017-09-05 13:55:00+00:00,485430.0,485430.0,485430.0,485430.0,485853.0
6595,2017-09-05 13:56:00+00:00,485808.0,485808.0,485808.0,485432.0,485803.0
6596,2017-09-05 13:57:00+00:00,485801.0,485801.0,485801.0,485802.0,485965.0
6597,2017-09-05 13:58:00+00:00,486200.0,486200.0,486200.0,486200.0,486248.0
6598,2017-09-05 13:59:00+00:00,485899.0,485899.0,485899.0,485805.0,486247.0
6599,2017-09-05 14:00:00+00:00,485803.0,485803.0,485803.0,485802.0,485803.0
6600,2017-09-05 14:01:00+00:00,485530.0,485530.0,485530.0,485333.0,485528.0
6601,2017-09-05 14:02:00+00:00,485011.0,485011.0,485011.0,485012.0,485331.0
6602,2017-09-05 14:03:00+00:00,485211.0,485211.0,485211.0,484990.0,485211.0
6603,2017-09-05 14:04:00+00:00,485534.0,485534.0,485534.0,485032.0,485801.0
6604,2017-09-05 14:05:00+00:00,485803.0,485803.0,485803.0,485529.0,485803.0
6605,2017-09-05 14:06:00+00:00,485541.0,485541.0,485541.0,485542.0,486293.0
6606,2017-09-05 14:07:00+00:00,486414.0,486414.0,486414.0,485501.0,486400.0
6607,2017-09-05 14:08:00+00:00,485480.0,485480.0,485480.0,485530.0,485790.0
6608,2017-09-05 14:09:00+00:00,485800.0,485800.0,485800.0,485661.0,485799.0
6609,2017-09-05 14:10:00+00:00,485450.0,485450.0,485450.0,485450.0,485689.0
6610,2017-09-05 14:11:00+00:00,484330.0,484330.0,484330.0,484331.0,484530.0
6611,2017-09-05 14:12:00+00:00,484140.0,484140.0,484140.0,484100.0,484140.0
6612,2017-09-05 14:13:00+00:00,483501.0,483501.0,483501.0,483501.0,483700.0
6613,2017-09-05 14:14:00+00:00,483000.0,483000.0,483000.0,482500.0,483000.0
6614,2017-09-05 14:15:00+00:00,482301.0,482301.0,482301.0,482301.0,482998.0
6615,2017-09-05 14:16:00+00:00,482998.0,482998.0,482998.0,482998.0,483000.0
6616,2017-09-05 14:17:00+00:00,483474.0,483474.0,483474.0,483474.0,483512.0
6617,2017-09-05 14:18:00+00:00,482680.0,482680.0,482680.0,482680.0,483474.0
6618,2017-09-05 14:19:00+00:00,483030.0,483030.0,483030.0,482762.0,483030.0
6619,2017-09-05 14:20:00+00:00,484000.0,484000.0,484000.0,483473.0,484000.0
6620,2017-09-05 14:21:00+00:00,485500.0,485500.0,485500.0,485001.0,485500.0
6621,2017-09-05 14:22:00+00:00,484633.0,484633.0,484633.0,484300.0,484633.0
6622,2017-09-05 14:23:00+00:00,484726.0,484726.0,484726.0,484726.0,484900.0
6623,2017-09-05 14:24:00+00:00,484562.0,484562.0,484562.0,484561.0,484562.0
6624,2017-09-05 14:25:00+00:00,484391.0,484391.0,484391.0,484391.0,484726.0
6625,2017-09-05 14:26:00+00:00,484000.0,484000.0,484000.0,483851.0,483995.0
6626,2017-09-05 14:27:00+00:00,484139.0,484139.0,484139.0,483789.0,484139.0
6627,2017-09-05 14:28:00+00:00,484600.0,484600.0,484600.0,483681.0,484719.0
6628,2017-09-05 14:29:00+00:00,483681.0,483681.0,483681.0,483630.0,484134.0
6629,2017-09-05 14:30:00+00:00,483680.0,483680.0,483680.0,483641.0,483680.0
6630,2017-09-05 14:31:00+00:00,483500.0,483500.0,483500.0,483340.0,483500.0
6631,2017-09-05 14:32:00+00:00,482680.0,482680.0,482680.0,482680.0,483340.0
6632,2017-09-05 14:33:00+00:00,483739.0,483739.0,483739.0,482983.0,483739.0
6633,2017-09-05 14:34:00+00:00,484050.0,484050.0,484050.0,484036.0,484050.0
6634,2017-09-05 14:35:00+00:00,484500.0,484500.0,484500.0,484341.0,484499.0
6635,2017-09-05 14:36:00+00:00,484051.0,484051.0,484051.0,483880.0,484051.0
6636,2017-09-05 14:37:00+00:00,484052.0,484052.0,484052.0,483682.0,484052.0
6637,2017-09-05 14:38:00+00:00,484461.0,484461.0,484461.0,484461.0,484900.0
6638,2017-09-05 14:39:00+00:00,484920.0,484920.0,484920.0,484490.0,484894.0
6639,2017-09-05 14:40:00+00:00,484900.0,484900.0,484900.0,484461.0,484900.0
6640,2017-09-05 14:41:00+00:00,484840.0,484840.0,484840.0,484463.0,484839.0
6641,2017-09-05 14:42:00+00:00,484900.0,484900.0,484900.0,484462.0,485000.0
6642,2017-09-05 14:43:00+00:00,484862.0,484862.0,484862.0,484500.0,484862.0
6643,2017-09-05 14:44:00+00:00,484858.0,484858.0,484858.0,484002.0,484858.0
6644,2017-09-05 14:45:00+00:00,484860.0,484860.0,484860.0,484860.0,484900.0
6645,2017-09-05 14:46:00+00:00,484901.0,484901.0,484901.0,484901.0,485151.0
6646,2017-09-05 14:47:00+00:00,485419.0,485419.0,485419.0,485419.0,485499.0
6647,2017-09-05 14:48:00+00:00,486060.0,486060.0,486060.0,485954.0,486060.0
6648,2017-09-05 14:49:00+00:00,486115.0,486115.0,486115.0,486061.0,486115.0
6649,2017-09-05 14:50:00+00:00,484901.0,484901.0,484901.0,484901.0,485001.0
6650,2017-09-05 14:51:00+00:00,485001.0,485001.0,485001.0,485003.0,485874.0
6651,2017-09-05 14:52:00+00:00,485827.0,485827.0,485827.0,485522.0,485827.0
6652,2017-09-05 14:53:00+00:00,485766.0,485766.0,485766.0,485960.0,486260.0
6653,2017-09-05 14:54:00+00:00,486228.0,486228.0,486228.0,485960.0,486232.0
6654,2017-09-05 14:55:00+00:00,486000.0,486000.0,486000.0,486200.0,486238.0
6655,2017-09-05 14:56:00+00:00,485945.0,485945.0,485945.0,485581.0,485945.0
6656,2017-09-05 14:57:00+00:00,485500.0,485500.0,485500.0,485491.0,485500.0
6657,2017-09-05 14:58:00+00:00,486034.0,486034.0,486034.0,485500.0,485845.0
6658,2017-09-05 14:59:00+00:00,485000.0,485000.0,485000.0,484901.0,485197.0
6659,2017-09-05 15:00:00+00:00,484000.0,484000.0,484000.0,483680.0,484000.0
6660,2017-09-05 15:01:00+00:00,484131.0,484131.0,484131.0,483753.0,484126.0
6661,2017-09-05 15:02:00+00:00,483221.0,483221.0,483221.0,483221.0,483427.0
6662,2017-09-05 15:03:00+00:00,482979.0,482979.0,482979.0,482929.0,482999.0
6663,2017-09-05 15:04:00+00:00,482000.0,482000.0,482000.0,481697.0,482000.0
6664,2017-09-05 15:05:00+00:00,481228.0,481228.0,481228.0,481590.0,481900.0
6665,2017-09-05 15:06:00+00:00,481800.0,481800.0,481800.0,481267.0,481790.0
6666,2017-09-05 15:07:00+00:00,481601.0,481601.0,481601.0,481232.0,481502.0
6667,2017-09-05 15:08:00+00:00,481679.0,481679.0,481679.0,481672.0,481679.0
6668,2017-09-05 15:09:00+00:00,482000.0,482000.0,482000.0,481943.0,482000.0
6669,2017-09-05 15:10:00+00:00,483000.0,483000.0,483000.0,482490.0,482815.0
6670,2017-09-05 15:11:00+00:00,482761.0,482761.0,482761.0,482226.0,482752.0
6671,2017-09-05 15:12:00+00:00,482761.0,482761.0,482761.0,482766.0,482796.0
6672,2017-09-05 15:13:00+00:00,482999.0,482999.0,482999.0,482246.0,482999.0
6673,2017-09-05 15:14:00+00:00,482723.0,482723.0,482723.0,482207.0,482780.0
6674,2017-09-05 15:15:00+00:00,482912.0,482912.0,482912.0,482612.0,482906.0
6675,2017-09-05 15:16:00+00:00,482601.0,482601.0,482601.0,482071.0,482601.0
6676,2017-09-05 15:17:00+00:00,482810.0,482810.0,482810.0,482700.0,482810.0
6677,2017-09-05 15:18:00+00:00,483390.0,483390.0,483390.0,483000.0,483390.0
6678,2017-09-05 15:19:00+00:00,483599.0,483599.0,483599.0,483500.0,483599.0
6679,2017-09-05 15:20:00+00:00,483500.0,483500.0,483500.0,482945.0,483500.0
6680,2017-09-05 15:21:00+00:00,482678.0,482678.0,482678.0,482422.0,483199.0
6681,2017-09-05 15:22:00+00:00,482800.0,482800.0,482800.0,482351.0,482999.0
6682,2017-09-05 15:23:00+00:00,483000.0,483000.0,483000.0,482180.0,483200.0
6683,2017-09-05 15:24:00+00:00,482608.0,482608.0,482608.0,482000.0,482608.0
6684,2017-09-05 15:25:00+00:00,481820.0,481820.0,481820.0,481230.0,481820.0
6685,2017-09-05 15:26:00+00:00,481050.0,481050.0,481050.0,481001.0,481050.0
6686,2017-09-05 15:27:00+00:00,480193.0,480193.0,480193.0,480193.0,480371.0
6687,2017-09-05 15:28:00+00:00,479999.0,479999.0,479999.0,479667.0,479994.0
6688,2017-09-05 15:29:00+00:00,480310.0,480310.0,480310.0,480310.0,480445.0
6689,2017-09-05 15:30:00+00:00,479600.0,479600.0,479600.0,479580.0,479595.0
6690,2017-09-05 15:31:00+00:00,478520.0,478520.0,478520.0,478520.0,478712.0
6691,2017-09-05 15:32:00+00:00,478278.0,478278.0,478278.0,478000.0,478278.0
6692,2017-09-05 15:33:00+00:00,477940.0,477940.0,477940.0,477940.0,478273.0
6693,2017-09-05 15:34:00+00:00,477943.0,477943.0,477943.0,477943.0,477995.0
6694,2017-09-05 15:35:00+00:00,477950.0,477950.0,477950.0,477940.0,477950.0
6695,2017-09-05 15:36:00+00:00,477000.0,477000.0,477000.0,476800.0,477000.0
6696,2017-09-05 15:37:00+00:00,476850.0,476850.0,476850.0,476901.0,476960.0
6697,2017-09-05 15:38:00+00:00,477125.0,477125.0,477125.0,477000.0,477125.0
6698,2017-09-05 15:39:00+00:00,476825.0,476825.0,476825.0,476800.0,476825.0
6699,2017-09-05 15:40:00+00:00,476446.0,476446.0,476446.0,476000.0,476446.0
6700,2017-09-05 15:41:00+00:00,476898.0,476898.0,476898.0,476007.0,476898.0
6701,2017-09-05 15:42:00+00:00,475591.0,475591.0,475591.0,475507.0,475591.0
6702,2017-09-05 15:43:00+00:00,475000.0,475000.0,475000.0,474800.0,475000.0
6703,2017-09-05 15:44:00+00:00,474000.0,474000.0,474000.0,473970.0,474000.0
6704,2017-09-05 15:45:00+00:00,473500.0,473500.0,473500.0,473081.0,473500.0
6705,2017-09-05 15:46:00+00:00,473500.0,473500.0,473500.0,473500.0,473898.0
6706,2017-09-05 15:47:00+00:00,474500.0,474500.0,474500.0,474500.0,474870.0
6707,2017-09-05 15:48:00+00:00,474762.0,474762.0,474762.0,474762.0,474990.0
6708,2017-09-05 15:49:00+00:00,475160.0,475160.0,475160.0,475000.0,475160.0
6709,2017-09-05 15:50:00+00:00,475440.0,475440.0,475440.0,475161.0,475490.0
6710,2017-09-05 15:51:00+00:00,475488.0,475488.0,475488.0,475489.0,475533.0
6711,2017-09-05 15:52:00+00:00,475160.0,475160.0,475160.0,475159.0,475160.0
6712,2017-09-05 15:53:00+00:00,474568.0,474568.0,474568.0,474500.0,474568.0
6713,2017-09-05 15:54:00+00:00,474370.0,474370.0,474370.0,473860.0,474370.0
6714,2017-09-05 15:55:00+00:00,473881.0,473881.0,473881.0,473561.0,474368.0
6715,2017-09-05 15:56:00+00:00,474500.0,474500.0,474500.0,474000.0,474500.0
6716,2017-09-05 15:57:00+00:00,474530.0,474530.0,474530.0,474530.0,474845.0
6717,2017-09-05 15:58:00+00:00,474479.0,474479.0,474479.0,474002.0,474177.0
6718,2017-09-05 15:59:00+00:00,473517.0,473517.0,473517.0,473517.0,473543.0
6719,2017-09-05 16:00:00+00:00,473113.0,473113.0,473113.0,473003.0,473113.0
6720,2017-09-05 16:01:00+00:00,473113.0,473113.0,473113.0,473113.0,473177.0
6721,2017-09-05 16:02:00+00:00,471999.0,471999.0,471999.0,472000.0,472111.0
6722,2017-09-05 16:03:00+00:00,471710.0,471710.0,471710.0,471444.0,471710.0
6723,2017-09-05 16:04:00+00:00,471617.0,471617.0,471617.0,471617.0,471949.0
6724,2017-09-05 16:05:00+00:00,472243.0,472243.0,472243.0,472070.0,472243.0
6725,2017-09-05 16:06:00+00:00,472439.0,472439.0,472439.0,472439.0,472520.0
6726,2017-09-05 16:07:00+00:00,472008.0,472008.0,472008.0,471814.0,472008.0
6727,2017-09-05 16:08:00+00:00,472000.0,472000.0,472000.0,472001.0,472520.0
6728,2017-09-05 16:09:00+00:00,472389.0,472389.0,472389.0,472012.0,472389.0
6729,2017-09-05 16:10:00+00:00,472680.0,472680.0,472680.0,472576.0,472900.0
6730,2017-09-05 16:11:00+00:00,472999.0,472999.0,472999.0,472999.0,473549.0
6731,2017-09-05 16:12:00+00:00,473242.0,473242.0,473242.0,473700.0,473839.0
6732,2017-09-05 16:13:00+00:00,474600.0,474600.0,474600.0,474600.0,474664.0
6733,2017-09-05 16:14:00+00:00,474438.0,474438.0,474438.0,474234.0,474288.0
6734,2017-09-05 16:15:00+00:00,473945.0,473945.0,473945.0,473480.0,473945.0
6735,2017-09-05 16:16:00+00:00,475000.0,475000.0,475000.0,474655.0,475000.0
6736,2017-09-05 16:17:00+00:00,475900.0,475900.0,475900.0,475900.0,475901.0
6737,2017-09-05 16:18:00+00:00,476825.0,476825.0,476825.0,476351.0,476825.0
6738,2017-09-05 16:19:00+00:00,477200.0,477200.0,477200.0,477200.0,477385.0
6739,2017-09-05 16:20:00+00:00,476500.0,476500.0,476500.0,476100.0,476500.0
6740,2017-09-05 16:21:00+00:00,476000.0,476000.0,476000.0,475534.0,475999.0
6741,2017-09-05 16:22:00+00:00,476000.0,476000.0,476000.0,475933.0,476000.0
6742,2017-09-05 16:23:00+00:00,477210.0,477210.0,477210.0,476941.0,477210.0
6743,2017-09-05 16:24:00+00:00,477666.0,477666.0,477666.0,477270.0,477666.0
6744,2017-09-05 16:25:00+00:00,478820.0,478820.0,478820.0,478820.0,478900.0
6745,2017-09-05 16:26:00+00:00,478820.0,478820.0,478820.0,478820.0,478920.0
6746,2017-09-05 16:27:00+00:00,479139.0,479139.0,479139.0,478999.0,479139.0
6747,2017-09-05 16:28:00+00:00,479000.0,479000.0,479000.0,479000.0,479020.0
6748,2017-09-05 16:29:00+00:00,478000.0,478000.0,478000.0,477563.0,478000.0
6749,2017-09-05 16:30:00+00:00,477400.0,477400.0,477400.0,477400.0,477665.0
6750,2017-09-05 16:31:00+00:00,477289.0,477289.0,477289.0,477110.0,477289.0
6751,2017-09-05 16:32:00+00:00,477288.0,477288.0,477288.0,477100.0,477287.0
6752,2017-09-05 16:33:00+00:00,477287.0,477287.0,477287.0,477287.0,477300.0
6753,2017-09-05 16:34:00+00:00,477859.0,477859.0,477859.0,477298.0,477859.0
6754,2017-09-05 16:35:00+00:00,478250.0,478250.0,478250.0,478235.0,478250.0
6755,2017-09-05 16:36:00+00:00,479177.0,479177.0,479177.0,479177.0,479818.0
6756,2017-09-05 16:37:00+00:00,480377.0,480377.0,480377.0,480001.0,480377.0
6757,2017-09-05 16:38:00+00:00,481530.0,481530.0,481530.0,481100.0,481530.0
6758,2017-09-05 16:39:00+00:00,481218.0,481218.0,481218.0,481002.0,481218.0
6759,2017-09-05 16:40:00+00:00,479990.0,479990.0,479990.0,479990.0,479991.0
6760,2017-09-05 16:41:00+00:00,479000.0,479000.0,479000.0,478641.0,478999.0
6761,2017-09-05 16:42:00+00:00,479897.0,479897.0,479897.0,478896.0,479629.0
6762,2017-09-05 16:43:00+00:00,480000.0,480000.0,480000.0,479608.0,479999.0
6763,2017-09-05 16:44:00+00:00,479502.0,479502.0,479502.0,479200.0,479714.0
6764,2017-09-05 16:45:00+00:00,480405.0,480405.0,480405.0,480552.0,480830.0
6765,2017-09-05 16:46:00+00:00,480866.0,480866.0,480866.0,480832.0,480889.0
6766,2017-09-05 16:47:00+00:00,480000.0,480000.0,480000.0,479458.0,479995.0
6767,2017-09-05 16:48:00+00:00,480000.0,480000.0,480000.0,479459.0,479998.0
6768,2017-09-05 16:49:00+00:00,480000.0,480000.0,480000.0,479704.0,479995.0
6769,2017-09-05 16:50:00+00:00,479997.0,479997.0,479997.0,479252.0,479881.0
6770,2017-09-05 16:51:00+00:00,479997.0,479997.0,479997.0,479603.0,479997.0
6771,2017-09-05 16:52:00+00:00,479500.0,479500.0,479500.0,479501.0,479861.0
6772,2017-09-05 16:53:00+00:00,478049.0,478049.0,478049.0,477808.0,478029.0
6773,2017-09-05 16:54:00+00:00,477997.0,477997.0,477997.0,477307.0,477980.0
6774,2017-09-05 16:55:00+00:00,477960.0,477960.0,477960.0,477955.0,477979.0
6775,2017-09-05 16:56:00+00:00,477849.0,477849.0,477849.0,477370.0,477847.0
6776,2017-09-05 16:57:00+00:00,477000.0,477000.0,477000.0,476821.0,477000.0
6777,2017-09-05 16:58:00+00:00,477800.0,477800.0,477800.0,477790.0,477800.0
6778,2017-09-05 16:59:00+00:00,479389.0,479389.0,479389.0,479097.0,479389.0
6779,2017-09-05 17:00:00+00:00,479193.0,479193.0,479193.0,479096.0,479193.0
6780,2017-09-05 17:01:00+00:00,479390.0,479390.0,479390.0,479391.0,479470.0
6781,2017-09-05 17:02:00+00:00,479297.0,479297.0,479297.0,479297.0,479643.0
6782,2017-09-05 17:03:00+00:00,479100.0,479100.0,479100.0,478871.0,479100.0
6783,2017-09-05 17:04:00+00:00,478870.0,478870.0,478870.0,478151.0,479029.0
6784,2017-09-05 17:05:00+00:00,478870.0,478870.0,478870.0,478313.0,479279.0
6785,2017-09-05 17:06:00+00:00,479280.0,479280.0,479280.0,478777.0,479638.0
6786,2017-09-05 17:07:00+00:00,478796.0,478796.0,478796.0,478807.0,479160.0
6787,2017-09-05 17:08:00+00:00,478312.0,478312.0,478312.0,478312.0,478826.0
6788,2017-09-05 17:09:00+00:00,478100.0,478100.0,478100.0,477837.0,478654.0
6789,2017-09-05 17:10:00+00:00,477678.0,477678.0,477678.0,477678.0,477728.0
6790,2017-09-05 17:11:00+00:00,477300.0,477300.0,477300.0,477101.0,477864.0
6791,2017-09-05 17:12:00+00:00,477102.0,477102.0,477102.0,477104.0,477900.0
6792,2017-09-05 17:13:00+00:00,478129.0,478129.0,478129.0,477911.0,478129.0
6793,2017-09-05 17:14:00+00:00,478250.0,478250.0,478250.0,478064.0,478411.0
6794,2017-09-05 17:15:00+00:00,478860.0,478860.0,478860.0,478760.0,478860.0
6795,2017-09-05 17:16:00+00:00,479420.0,479420.0,479420.0,479024.0,479420.0
6796,2017-09-05 17:17:00+00:00,479489.0,479489.0,479489.0,479421.0,479489.0
6797,2017-09-05 17:18:00+00:00,479499.0,479499.0,479499.0,479490.0,479499.0
6798,2017-09-05 17:19:00+00:00,479740.0,479740.0,479740.0,479510.0,479900.0
6799,2017-09-05 17:20:00+00:00,479950.0,479950.0,479950.0,479901.0,479950.0
6800,2017-09-05 17:21:00+00:00,479998.0,479998.0,479998.0,479901.0,480042.0
6801,2017-09-05 17:22:00+00:00,480000.0,480000.0,480000.0,479951.0,479999.0
6802,2017-09-05 17:23:00+00:00,481577.0,481577.0,481577.0,480713.0,481576.0
6803,2017-09-05 17:24:00+00:00,481850.0,481850.0,481850.0,481365.0,481850.0
6804,2017-09-05 17:25:00+00:00,482428.0,482428.0,482428.0,482009.0,482468.0
6805,2017-09-05 17:26:00+00:00,482371.0,482371.0,482371.0,482024.0,482500.0
6806,2017-09-05 17:27:00+00:00,482790.0,482790.0,482790.0,482688.0,482790.0
6807,2017-09-05 17:28:00+00:00,483250.0,483250.0,483250.0,482880.0,483250.0
6808,2017-09-05 17:29:00+00:00,483587.0,483587.0,483587.0,483470.0,483587.0
6809,2017-09-05 17:30:00+00:00,483518.0,483518.0,483518.0,483518.0,483607.0
6810,2017-09-05 17:31:00+00:00,483711.0,483711.0,483711.0,483588.0,483781.0
6811,2017-09-05 17:32:00+00:00,483800.0,483800.0,483800.0,483790.0,484029.0
6812,2017-09-05 17:33:00+00:00,483590.0,483590.0,483590.0,483540.0,483906.0
6813,2017-09-05 17:34:00+00:00,483380.0,483380.0,483380.0,483380.0,483591.0
6814,2017-09-05 17:35:00+00:00,483380.0,483380.0,483380.0,483350.0,483700.0
6815,2017-09-05 17:36:00+00:00,484343.0,484343.0,484343.0,484018.0,484400.0
6816,2017-09-05 17:37:00+00:00,484394.0,484394.0,484394.0,483726.0,484715.0
6817,2017-09-05 17:38:00+00:00,484900.0,484900.0,484900.0,484394.0,484899.0
6818,2017-09-05 17:39:00+00:00,483720.0,483720.0,483720.0,483721.0,484379.0
6819,2017-09-05 17:40:00+00:00,484300.0,484300.0,484300.0,483723.0,484300.0
6820,2017-09-05 17:41:00+00:00,484823.0,484823.0,484823.0,483729.0,484823.0
6821,2017-09-05 17:42:00+00:00,484531.0,484531.0,484531.0,483729.0,484190.0
6822,2017-09-05 17:43:00+00:00,483610.0,483610.0,483610.0,483610.0,483969.0
6823,2017-09-05 17:44:00+00:00,484205.0,484205.0,484205.0,483610.0,484205.0
6824,2017-09-05 17:45:00+00:00,483425.0,483425.0,483425.0,483350.0,483414.0
6825,2017-09-05 17:46:00+00:00,483100.0,483100.0,483100.0,482842.0,483100.0
6826,2017-09-05 17:47:00+00:00,484140.0,484140.0,484140.0,483842.0,484140.0
6827,2017-09-05 17:48:00+00:00,484200.0,484200.0,484200.0,483587.0,484200.0
6828,2017-09-05 17:49:00+00:00,484059.0,484059.0,484059.0,483586.0,484025.0
6829,2017-09-05 17:50:00+00:00,483586.0,483586.0,483586.0,483301.0,483454.0
6830,2017-09-05 17:51:00+00:00,483734.0,483734.0,483734.0,483301.0,483728.0
6831,2017-09-05 17:52:00+00:00,482940.0,482940.0,482940.0,482471.0,482935.0
6832,2017-09-05 17:53:00+00:00,482663.0,482663.0,482663.0,482170.0,482653.0
6833,2017-09-05 17:54:00+00:00,482170.0,482170.0,482170.0,482170.0,482529.0
6834,2017-09-05 17:55:00+00:00,482003.0,482003.0,482003.0,481929.0,481999.0
6835,2017-09-05 17:56:00+00:00,482272.0,482272.0,482272.0,481976.0,482272.0
6836,2017-09-05 17:57:00+00:00,481682.0,481682.0,481682.0,481381.0,481923.0
6837,2017-09-05 17:58:00+00:00,482000.0,482000.0,482000.0,481682.0,482000.0
6838,2017-09-05 17:59:00+00:00,482241.0,482241.0,482241.0,482007.0,482241.0
6839,2017-09-05 18:00:00+00:00,482446.0,482446.0,482446.0,482243.0,482640.0
6840,2017-09-05 18:01:00+00:00,482640.0,482640.0,482640.0,482645.0,482767.0
6841,2017-09-05 18:02:00+00:00,483100.0,483100.0,483100.0,483003.0,483100.0
6842,2017-09-05 18:03:00+00:00,483090.0,483090.0,483090.0,483005.0,483409.0
6843,2017-09-05 18:04:00+00:00,483466.0,483466.0,483466.0,483053.0,483479.0
6844,2017-09-05 18:05:00+00:00,482595.0,482595.0,482595.0,482560.0,482570.0
6845,2017-09-05 18:06:00+00:00,481682.0,481682.0,481682.0,481682.0,482091.0
6846,2017-09-05 18:07:00+00:00,480650.0,480650.0,480650.0,480651.0,481325.0
6847,2017-09-05 18:08:00+00:00,481767.0,481767.0,481767.0,481507.0,481767.0
6848,2017-09-05 18:09:00+00:00,482397.0,482397.0,482397.0,482141.0,482487.0
6849,2017-09-05 18:10:00+00:00,482391.0,482391.0,482391.0,481947.0,482371.0
6850,2017-09-05 18:11:00+00:00,482103.0,482103.0,482103.0,482106.0,482458.0
6851,2017-09-05 18:12:00+00:00,481846.0,481846.0,481846.0,481847.0,482458.0
6852,2017-09-05 18:13:00+00:00,481849.0,481849.0,481849.0,481853.0,482455.0
6853,2017-09-05 18:14:00+00:00,482219.0,482219.0,482219.0,481942.0,482437.0
6854,2017-09-05 18:15:00+00:00,482560.0,482560.0,482560.0,482219.0,482559.0
6855,2017-09-05 18:16:00+00:00,482899.0,482899.0,482899.0,482899.0,483046.0
6856,2017-09-05 18:17:00+00:00,483545.0,483545.0,483545.0,483754.0,483900.0
6857,2017-09-05 18:18:00+00:00,482350.0,482350.0,482350.0,483123.0,483662.0
6858,2017-09-05 18:19:00+00:00,482924.0,482924.0,482924.0,482360.0,482892.0
